CustomerKey,GeographyKey,MaritalStatus,Gender,YearlyIncome,TotalChildren,NumberChildrenAtHome,EnglishEducation,EnglishOccupation,HouseOwnerFlag,NumberCarsOwned,CommuteDistance,Region,Age,BikeBuyer
22851,21,S,F,90000,0,0,Bachelors,Professional,0,3,10+ Miles,Pacific,42,1
22852,33,M,M,80000,0,0,Bachelors,Professional,1,3,10+ Miles,Pacific,43,0
22853,10,S,F,80000,0,0,Bachelors,Professional,1,3,10+ Miles,Pacific,43,0
22854,27,S,F,100000,0,5,High School,Management,1,2,10+ Miles,Pacific,42,1
22855,28,M,F,110000,0,5,Partial College,Management,0,3,10+ Miles,Pacific,42,0
22856,21,M,M,80000,0,0,Bachelors,Professional,0,4,10+ Miles,Pacific,43,0
22857,40,M,M,110000,0,5,High School,Management,1,4,10+ Miles,Pacific,43,1
22858,8,M,F,130000,4,5,High School,Management,1,4,10+ Miles,Pacific,43,0
22859,34,M,F,90000,0,0,Bachelors,Professional,0,4,10+ Miles,Pacific,44,0
22860,24,M,M,100000,0,5,High School,Management,1,4,10+ Miles,Pacific,45,1
22861,542,M,M,90000,5,5,Partial College,Professional,1,3,0-1 Miles,North America,51,0
22862,299,M,M,110000,3,2,Bachelors,Management,1,4,2-5 Miles,North America,51,1
22863,542,M,M,70000,4,3,Partial College,Professional,1,0,0-1 Miles,North America,59,0
22864,618,M,M,90000,2,1,Partial College,Professional,0,0,5-10 Miles,North America,58,1
22865,311,M,F,80000,4,0,Graduate Degree,Management,1,2,2-5 Miles,North America,81,0
22866,160,S,M,30000,0,0,Partial College,Clerical,1,1,2-5 Miles,Europe,41,0
22867,175,S,M,20000,0,0,Partial High School,Manual,0,2,1-2 Miles,Europe,34,0
22868,208,S,M,20000,0,0,Partial High School,Manual,0,2,1-2 Miles,Europe,35,0
22869,251,S,M,20000,0,0,Partial High School,Manual,0,2,1-2 Miles,Europe,34,0
22870,226,S,F,30000,0,0,High School,Manual,1,1,2-5 Miles,Europe,36,0
22871,644,M,M,70000,1,0,Partial College,Skilled Manual,1,1,2-5 Miles,North America,52,1
22872,612,M,F,70000,1,0,Partial College,Skilled Manual,1,1,2-5 Miles,North America,53,1
22873,298,M,M,70000,1,0,Partial College,Skilled Manual,1,1,2-5 Miles,North America,53,1
22874,612,S,M,40000,4,3,High School,Skilled Manual,1,3,10+ Miles,North America,53,1
22875,325,S,M,40000,4,2,High School,Skilled Manual,1,2,2-5 Miles,North America,54,1
22876,345,M,F,40000,4,2,High School,Skilled Manual,1,2,2-5 Miles,North America,53,1
22877,49,M,M,60000,1,0,Partial College,Skilled Manual,1,1,2-5 Miles,North America,53,1
22878,552,M,F,60000,1,0,Partial College,Skilled Manual,1,1,2-5 Miles,North America,54,1
22879,315,M,F,60000,1,0,Partial College,Skilled Manual,1,1,0-1 Miles,North America,53,1
22880,539,M,F,40000,4,2,High School,Skilled Manual,1,2,0-1 Miles,North America,55,1
22881,57,M,M,40000,4,2,High School,Skilled Manual,1,2,2-5 Miles,North America,54,1
22882,60,S,M,50000,0,0,Partial College,Skilled Manual,0,1,0-1 Miles,North America,48,0
22883,545,S,M,50000,0,0,Partial College,Skilled Manual,0,1,0-1 Miles,North America,48,0
22884,548,S,F,50000,0,0,Partial College,Skilled Manual,0,1,0-1 Miles,North America,47,0
22885,648,S,M,60000,0,0,Graduate Degree,Professional,1,1,2-5 Miles,North America,48,1
22886,326,S,F,60000,0,0,Graduate Degree,Professional,1,1,2-5 Miles,North America,48,1
22887,347,M,M,60000,1,0,Partial College,Skilled Manual,1,1,2-5 Miles,North America,55,1
22888,631,M,F,60000,1,0,Partial College,Skilled Manual,1,1,2-5 Miles,North America,55,1
22889,58,M,F,60000,1,0,Partial College,Skilled Manual,1,1,2-5 Miles,North America,56,1
22890,359,M,F,60000,4,3,Bachelors,Professional,1,0,2-5 Miles,North America,55,0
22891,329,M,F,60000,4,3,Bachelors,Professional,1,0,2-5 Miles,North America,56,0
22892,315,S,M,70000,1,0,Graduate Degree,Professional,0,1,0-1 Miles,North America,56,1
22893,49,S,F,70000,2,0,Graduate Degree,Professional,0,1,0-1 Miles,North America,56,1
22894,314,M,F,70000,5,5,Graduate Degree,Professional,1,3,10+ Miles,North America,56,0
22895,64,S,M,70000,5,5,Graduate Degree,Professional,1,3,10+ Miles,North America,55,1
22896,616,M,M,60000,3,2,Bachelors,Professional,1,1,2-5 Miles,North America,57,1
22897,632,M,F,60000,1,0,Bachelors,Professional,1,1,2-5 Miles,North America,57,1
22898,316,M,F,60000,1,0,Bachelors,Professional,1,1,2-5 Miles,North America,57,1
22899,316,M,M,60000,1,0,Bachelors,Professional,1,1,2-5 Miles,North America,57,1
22900,553,S,M,60000,1,0,Bachelors,Professional,1,1,2-5 Miles,North America,56,1
22901,57,S,F,60000,1,0,Bachelors,Professional,0,1,0-1 Miles,North America,56,1
22902,609,M,M,70000,5,4,Graduate Degree,Professional,1,1,2-5 Miles,North America,57,0
22903,60,S,F,80000,5,4,Graduate Degree,Professional,1,0,0-1 Miles,North America,57,1
22904,31,S,M,90000,1,0,Graduate Degree,Management,0,0,0-1 Miles,Pacific,46,1
22905,16,M,M,90000,1,0,Graduate Degree,Management,1,0,0-1 Miles,Pacific,46,1
22906,11,M,F,90000,1,0,Graduate Degree,Management,0,0,0-1 Miles,Pacific,45,1
22907,14,M,M,60000,2,2,Bachelors,Professional,1,1,0-1 Miles,Pacific,47,1
22908,37,M,M,90000,2,0,Bachelors,Professional,1,0,2-5 Miles,Pacific,45,1
22909,25,S,M,60000,2,2,Bachelors,Professional,0,1,0-1 Miles,Pacific,46,1
22910,25,M,F,60000,2,2,Bachelors,Professional,1,1,0-1 Miles,Pacific,47,1
22911,15,M,M,70000,5,5,Bachelors,Professional,1,3,10+ Miles,Pacific,46,0
22912,5,S,F,110000,1,0,Graduate Degree,Management,1,1,2-5 Miles,Pacific,45,1
22913,15,S,F,120000,1,0,Graduate Degree,Management,1,2,0-1 Miles,Pacific,45,1
22914,36,S,F,70000,5,5,Bachelors,Professional,1,3,10+ Miles,Pacific,48,0
22915,30,M,F,70000,5,5,Bachelors,Professional,1,4,10+ Miles,Pacific,48,0
22916,22,M,F,70000,5,5,Bachelors,Professional,1,4,10+ Miles,Pacific,48,0
22917,40,S,M,80000,5,5,Graduate Degree,Management,1,3,0-1 Miles,Pacific,49,0
22918,20,S,M,80000,5,5,Graduate Degree,Management,1,3,0-1 Miles,Pacific,49,0
22919,5,M,M,80000,5,5,Bachelors,Professional,1,3,0-1 Miles,Pacific,49,0
22920,23,M,M,60000,3,3,Bachelors,Professional,1,1,0-1 Miles,Pacific,50,0
22921,22,S,F,70000,0,0,Bachelors,Professional,1,1,5-10 Miles,Pacific,47,1
22922,23,S,F,70000,0,0,Bachelors,Professional,0,1,5-10 Miles,Pacific,47,0
22923,23,M,M,60000,3,3,Bachelors,Professional,1,2,5-10 Miles,Pacific,51,0
22924,16,S,F,60000,4,4,Bachelors,Professional,1,3,10+ Miles,Pacific,51,0
22925,17,M,F,60000,4,4,Bachelors,Professional,1,3,10+ Miles,Pacific,51,0
22926,25,S,M,60000,3,2,Bachelors,Professional,1,2,5-10 Miles,Pacific,52,1
22927,7,S,M,60000,3,2,Bachelors,Professional,0,2,0-1 Miles,Pacific,52,1
22928,2,S,F,70000,0,0,Bachelors,Professional,0,1,5-10 Miles,Pacific,52,0
22929,20,S,F,90000,2,0,Bachelors,Professional,0,0,1-2 Miles,Pacific,47,1
22930,39,M,M,90000,4,4,Bachelors,Professional,1,0,1-2 Miles,Pacific,47,1
22931,21,M,M,100000,5,0,Graduate Degree,Management,0,1,1-2 Miles,Pacific,87,1
22932,8,S,M,70000,1,0,Partial College,Skilled Manual,0,1,0-1 Miles,Pacific,53,1
22933,12,S,F,60000,1,0,Bachelors,Professional,0,1,0-1 Miles,Pacific,52,1
22934,26,M,F,60000,1,0,Bachelors,Professional,1,1,5-10 Miles,Pacific,52,1
22935,14,S,F,60000,1,0,Partial College,Skilled Manual,0,1,0-1 Miles,Pacific,54,1
22936,34,S,F,60000,1,0,Partial College,Skilled Manual,0,1,0-1 Miles,Pacific,54,1
22937,26,S,M,60000,1,0,Bachelors,Professional,0,1,0-1 Miles,Pacific,54,1
22938,24,M,M,60000,1,0,Partial College,Skilled Manual,1,1,5-10 Miles,Pacific,54,1
22939,9,S,F,60000,1,0,Partial College,Skilled Manual,1,1,5-10 Miles,Pacific,54,1
22940,28,S,F,100000,0,0,Graduate Degree,Management,0,1,1-2 Miles,Pacific,48,1
22941,25,S,F,100000,0,0,Bachelors,Professional,0,1,5-10 Miles,Pacific,48,0
22942,30,M,F,60000,1,0,Partial College,Skilled Manual,1,1,5-10 Miles,Pacific,55,1
22943,18,S,M,60000,1,0,Partial College,Skilled Manual,0,1,0-1 Miles,Pacific,54,1
22944,6,M,F,90000,1,0,Bachelors,Professional,1,1,5-10 Miles,Pacific,56,0
22945,13,M,F,90000,1,0,Bachelors,Professional,0,1,1-2 Miles,Pacific,55,0
22946,6,S,M,90000,1,0,Bachelors,Professional,1,1,2-5 Miles,Pacific,56,1
22947,19,S,F,40000,2,0,Bachelors,Professional,0,1,0-1 Miles,Pacific,81,0
22948,20,S,M,70000,0,0,Bachelors,Professional,0,1,5-10 Miles,Pacific,51,0
22949,13,S,M,50000,1,0,Graduate Degree,Management,1,1,5-10 Miles,Pacific,81,0
22950,20,S,F,70000,0,0,Bachelors,Professional,0,1,0-1 Miles,Pacific,51,1
22951,29,S,F,70000,0,0,Bachelors,Professional,1,1,5-10 Miles,Pacific,52,1
22952,34,M,M,70000,0,0,Bachelors,Professional,0,1,0-1 Miles,Pacific,52,0
22953,31,S,F,70000,0,0,Bachelors,Professional,1,2,5-10 Miles,Pacific,51,1
22954,27,S,M,70000,0,0,Bachelors,Professional,0,2,5-10 Miles,Pacific,52,1
22955,9,M,F,70000,5,4,Bachelors,Professional,0,2,0-1 Miles,Pacific,53,0
22956,13,M,M,70000,5,4,Partial College,Skilled Manual,1,2,5-10 Miles,Pacific,53,0
22957,27,M,F,70000,5,4,Partial College,Skilled Manual,1,2,0-1 Miles,Pacific,53,0
22958,29,S,F,60000,1,0,Partial College,Skilled Manual,0,1,0-1 Miles,Pacific,54,1
22959,23,S,F,60000,1,0,Partial College,Skilled Manual,0,1,0-1 Miles,Pacific,54,1
22960,36,M,M,70000,5,4,Partial College,Skilled Manual,1,3,5-10 Miles,Pacific,54,0
22961,19,M,F,70000,5,4,Partial College,Skilled Manual,1,3,10+ Miles,Pacific,54,1
22962,13,M,M,70000,1,0,Partial College,Skilled Manual,1,1,5-10 Miles,Pacific,58,0
22963,24,M,M,70000,1,0,Partial College,Skilled Manual,1,1,5-10 Miles,Pacific,57,0
22964,33,S,M,30000,2,0,Partial College,Clerical,0,2,5-10 Miles,Pacific,80,0
22965,24,S,F,30000,2,0,Partial College,Clerical,0,2,5-10 Miles,Pacific,79,0
22966,40,S,F,80000,2,0,Partial College,Skilled Manual,0,1,0-1 Miles,Pacific,58,1
22967,631,M,F,30000,0,0,High School,Skilled Manual,0,2,0-1 Miles,North America,38,0
22968,633,S,M,40000,0,0,High School,Skilled Manual,0,1,5-10 Miles,North America,40,0
22969,55,S,F,40000,0,0,High School,Skilled Manual,0,2,0-1 Miles,North America,39,0
22970,609,S,F,40000,0,0,High School,Skilled Manual,0,2,5-10 Miles,North America,38,0
22971,49,S,F,30000,0,0,High School,Skilled Manual,0,2,0-1 Miles,North America,34,1
22972,553,S,F,40000,0,0,High School,Skilled Manual,0,2,0-1 Miles,North America,35,1
22973,36,S,M,10000,5,0,High School,Skilled Manual,0,2,0-1 Miles,Pacific,68,0
22974,33,M,F,30000,2,0,Partial College,Clerical,1,2,5-10 Miles,Pacific,78,0
22975,53,S,F,30000,0,0,Partial High School,Clerical,0,2,0-1 Miles,North America,37,1
22976,59,S,M,40000,0,0,High School,Skilled Manual,0,2,0-1 Miles,North America,37,1
22977,358,M,M,40000,0,0,High School,Skilled Manual,0,2,0-1 Miles,North America,37,0
22978,17,M,M,40000,2,0,Bachelors,Management,1,2,5-10 Miles,Pacific,76,0
22979,302,S,M,30000,0,0,Partial High School,Clerical,0,2,0-1 Miles,North America,38,0
22980,298,M,M,40000,0,0,High School,Skilled Manual,1,2,5-10 Miles,North America,38,0
22981,548,S,F,40000,0,0,High School,Skilled Manual,0,2,0-1 Miles,North America,38,0
22982,312,M,F,40000,0,0,High School,Skilled Manual,1,2,5-10 Miles,North America,38,0
22983,50,S,F,30000,0,0,Partial High School,Clerical,1,2,5-10 Miles,North America,36,0
22984,609,M,M,40000,0,0,High School,Skilled Manual,1,2,5-10 Miles,North America,35,0
22985,614,M,F,40000,0,0,High School,Skilled Manual,0,2,0-1 Miles,North America,36,0
22986,21,S,F,30000,2,0,Partial College,Clerical,0,2,5-10 Miles,Pacific,75,1
22987,9,M,M,40000,2,0,Bachelors,Management,1,2,0-1 Miles,Pacific,74,1
22988,14,M,F,40000,2,0,Bachelors,Management,1,2,5-10 Miles,Pacific,75,1
22989,311,M,F,40000,0,0,Partial College,Skilled Manual,1,1,5-10 Miles,North America,39,0
22990,336,S,F,40000,0,0,Partial College,Skilled Manual,0,1,1-2 Miles,North America,38,0
22991,310,S,F,50000,0,0,Partial College,Skilled Manual,1,1,5-10 Miles,North America,41,0
22992,623,S,M,60000,0,0,Partial College,Skilled Manual,0,1,1-2 Miles,North America,41,1
22993,355,S,M,70000,0,0,Partial College,Skilled Manual,0,2,0-1 Miles,North America,43,1
22994,631,M,F,80000,0,0,Bachelors,Management,1,1,1-2 Miles,North America,43,1
22995,52,S,F,80000,0,0,Bachelors,Management,1,1,1-2 Miles,North America,43,1
22996,51,M,M,80000,0,0,Bachelors,Management,1,1,1-2 Miles,North America,42,1
22997,609,M,M,80000,0,0,Bachelors,Management,1,1,1-2 Miles,North America,46,1
22998,53,M,F,80000,0,0,Bachelors,Management,1,1,1-2 Miles,North America,46,1
22999,335,M,M,80000,0,0,Bachelors,Management,1,1,1-2 Miles,North America,46,1
23000,542,M,F,110000,0,1,Graduate Degree,Management,1,1,10+ Miles,North America,48,0
23001,536,S,M,120000,0,1,Bachelors,Management,0,4,1-2 Miles,North America,48,0
23002,609,S,M,90000,4,4,Partial College,Skilled Manual,0,3,1-2 Miles,North America,47,0
23003,546,S,F,100000,2,0,Bachelors,Management,0,3,1-2 Miles,North America,47,0
23004,302,M,M,130000,1,0,Graduate Degree,Management,1,3,0-1 Miles,North America,47,0
23005,547,M,M,40000,0,0,High School,Skilled Manual,0,2,1-2 Miles,North America,35,0
23006,315,M,M,30000,0,0,Partial College,Skilled Manual,1,1,5-10 Miles,North America,36,0
23007,331,S,M,30000,0,0,Partial College,Skilled Manual,1,1,5-10 Miles,North America,35,0
23008,26,M,F,20000,4,0,High School,Skilled Manual,1,2,5-10 Miles,Pacific,70,0
23009,49,M,M,40000,0,0,High School,Skilled Manual,1,2,5-10 Miles,North America,37,0
23010,66,S,M,40000,0,0,Partial High School,Clerical,1,2,5-10 Miles,North America,37,0
23011,299,M,M,30000,0,0,Partial College,Skilled Manual,1,1,5-10 Miles,North America,37,0
23012,3,M,M,20000,4,0,High School,Skilled Manual,1,2,5-10 Miles,Pacific,68,0
23013,4,M,M,20000,4,0,High School,Skilled Manual,0,2,1-2 Miles,Pacific,69,0
23014,5,M,F,20000,4,0,High School,Skilled Manual,1,2,5-10 Miles,Pacific,69,0
23015,310,M,M,70000,1,1,Graduate Degree,Skilled Manual,1,0,0-1 Miles,North America,44,1
23016,299,M,F,70000,1,1,Graduate Degree,Skilled Manual,1,0,1-2 Miles,North America,44,1
23017,609,M,F,70000,1,1,Graduate Degree,Skilled Manual,1,0,1-2 Miles,North America,44,1
23018,634,M,M,70000,1,1,Graduate Degree,Skilled Manual,1,0,0-1 Miles,North America,44,1
23019,348,M,F,60000,1,0,Graduate Degree,Skilled Manual,1,0,1-2 Miles,North America,44,1
23020,623,M,F,90000,0,0,Partial College,Professional,1,1,10+ Miles,North America,52,0
23021,298,M,F,100000,0,2,Partial College,Professional,1,2,2-5 Miles,North America,52,1
23022,62,S,F,80000,5,4,Partial College,Professional,1,2,5-10 Miles,North America,53,0
23023,609,M,F,90000,5,4,Partial College,Professional,1,3,5-10 Miles,North America,52,0
23024,543,M,F,100000,1,2,Partial College,Professional,1,3,1-2 Miles,North America,53,0
23025,644,M,M,100000,1,2,Partial College,Professional,1,4,1-2 Miles,North America,53,0
23026,325,S,F,120000,1,3,Partial College,Professional,1,4,5-10 Miles,North America,53,1
23027,338,S,M,130000,1,2,Bachelors,Management,0,4,0-1 Miles,North America,53,0
23028,352,M,F,130000,1,2,Bachelors,Management,1,4,2-5 Miles,North America,53,1
23029,609,M,M,80000,5,4,Partial College,Professional,1,3,1-2 Miles,North America,54,0
23030,548,M,M,90000,4,3,High School,Professional,1,2,1-2 Miles,North America,54,0
23031,638,S,F,90000,4,3,High School,Professional,1,2,5-10 Miles,North America,53,0
23032,334,M,M,130000,1,3,Bachelors,Management,1,3,2-5 Miles,North America,54,1
23033,334,M,M,130000,1,3,Bachelors,Management,1,3,2-5 Miles,North America,54,1
23034,338,S,F,130000,1,3,Bachelors,Management,0,3,2-5 Miles,North America,54,1
23035,345,M,F,130000,1,3,Bachelors,Management,1,3,0-1 Miles,North America,54,1
23036,358,S,M,130000,1,3,Bachelors,Management,0,3,0-1 Miles,North America,54,1
23037,637,S,M,80000,2,0,Partial High School,Skilled Manual,1,2,5-10 Miles,North America,60,0
23038,634,S,F,60000,2,0,High School,Professional,0,2,1-2 Miles,North America,59,1
23039,310,M,M,60000,2,0,High School,Professional,0,2,1-2 Miles,North America,60,1
23040,352,M,M,60000,2,0,High School,Professional,0,2,1-2 Miles,North America,60,1
23041,337,S,F,70000,4,3,High School,Professional,1,0,5-10 Miles,North America,59,1
23042,300,S,F,70000,4,3,High School,Professional,1,0,5-10 Miles,North America,60,1
23043,642,M,F,70000,4,3,High School,Professional,1,1,1-2 Miles,North America,60,0
23044,539,M,M,70000,2,0,Partial High School,Skilled Manual,1,2,5-10 Miles,North America,61,0
23045,641,M,M,70000,2,0,Partial High School,Skilled Manual,0,2,1-2 Miles,North America,61,0
23046,536,M,F,40000,3,0,Partial College,Professional,1,2,5-10 Miles,North America,80,0
23047,307,M,F,70000,4,0,Graduate Degree,Management,1,2,1-2 Miles,North America,79,1
23048,59,M,F,40000,3,0,Partial College,Professional,1,2,5-10 Miles,North America,78,0
23049,536,S,F,50000,2,0,Graduate Degree,Management,0,2,1-2 Miles,North America,79,0
23050,548,M,M,50000,2,0,Graduate Degree,Management,1,2,5-10 Miles,North America,79,0
23051,552,M,M,60000,2,0,Graduate Degree,Management,1,2,5-10 Miles,North America,79,0
23052,343,M,M,130000,2,3,Graduate Degree,Management,1,3,0-1 Miles,North America,79,0
23053,623,M,F,90000,4,3,High School,Professional,1,3,5-10 Miles,North America,54,0
23054,627,M,M,90000,4,3,High School,Professional,1,4,5-10 Miles,North America,54,0
23055,547,M,M,100000,0,3,Partial College,Professional,1,0,5-10 Miles,North America,55,0
23056,331,M,F,120000,1,3,High School,Professional,1,4,5-10 Miles,North America,55,1
23057,64,M,F,60000,2,0,Partial High School,Skilled Manual,0,2,1-2 Miles,North America,61,1
23058,302,S,F,70000,3,0,Graduate Degree,Management,1,2,5-10 Miles,North America,61,1
23059,552,M,M,70000,3,0,Graduate Degree,Management,1,2,5-10 Miles,North America,62,1
23060,352,M,F,40000,3,0,Partial College,Professional,1,2,5-10 Miles,North America,63,0
23061,343,M,M,40000,3,0,Partial College,Professional,1,2,5-10 Miles,North America,62,0
23062,543,M,F,60000,3,0,Graduate Degree,Management,1,2,1-2 Miles,North America,78,0
23063,339,M,F,60000,3,0,Graduate Degree,Management,1,2,1-2 Miles,North America,78,0
23064,609,S,M,60000,3,0,Graduate Degree,Management,1,2,10+ Miles,North America,78,0
23065,609,M,M,60000,3,0,Graduate Degree,Management,1,2,10+ Miles,North America,78,0
23066,298,M,M,60000,3,0,Graduate Degree,Management,1,2,1-2 Miles,North America,78,1
23067,302,M,F,60000,3,0,Graduate Degree,Management,1,2,10+ Miles,North America,77,0
23068,307,M,M,60000,3,0,Graduate Degree,Management,1,2,10+ Miles,North America,76,0
23069,299,M,F,70000,5,0,Graduate Degree,Management,1,2,1-2 Miles,North America,74,0
23070,69,M,F,70000,5,0,Graduate Degree,Management,0,2,1-2 Miles,North America,74,0
23071,311,M,F,70000,5,0,Graduate Degree,Management,0,2,1-2 Miles,North America,75,0
23072,609,M,F,80000,4,0,Bachelors,Management,1,2,5-10 Miles,North America,75,0
23073,633,M,M,80000,4,0,Bachelors,Management,1,2,1-2 Miles,North America,74,1
23074,62,S,F,50000,4,0,Bachelors,Management,0,2,1-2 Miles,North America,74,1
23075,298,M,F,60000,3,0,Graduate Degree,Management,1,2,10+ Miles,North America,74,1
23076,300,M,M,60000,3,0,Graduate Degree,Management,1,2,1-2 Miles,North America,74,0
23077,14,M,M,20000,4,0,High School,Skilled Manual,1,2,5-10 Miles,Pacific,68,0
23078,29,M,M,10000,2,1,Partial High School,Clerical,1,2,5-10 Miles,Pacific,68,0
23079,40,S,F,30000,2,0,Partial College,Clerical,0,2,5-10 Miles,Pacific,67,0
23080,335,S,F,60000,0,0,Partial College,Skilled Manual,1,2,5-10 Miles,North America,37,1
23081,355,M,M,70000,0,0,Partial College,Skilled Manual,1,2,5-10 Miles,North America,37,1
23082,372,M,M,70000,0,0,Partial College,Skilled Manual,1,2,5-10 Miles,North America,37,1
23083,43,S,M,40000,0,0,Partial High School,Clerical,0,2,5-10 Miles,North America,38,0
23084,50,S,M,40000,0,0,Partial High School,Clerical,0,2,5-10 Miles,North America,37,0
23085,30,M,M,20000,2,1,High School,Skilled Manual,1,2,5-10 Miles,Pacific,67,0
23086,38,M,F,20000,2,1,Partial High School,Clerical,1,2,5-10 Miles,Pacific,67,0
23087,27,M,M,20000,2,1,Partial High School,Clerical,1,2,5-10 Miles,Pacific,66,0
23088,609,S,M,40000,0,0,Partial High School,Clerical,0,2,5-10 Miles,North America,38,0
23089,618,M,M,40000,0,0,Partial College,Skilled Manual,1,1,5-10 Miles,North America,37,0
23090,626,S,M,40000,0,0,Partial College,Skilled Manual,0,1,1-2 Miles,North America,37,0
23091,331,S,M,60000,0,0,Partial College,Skilled Manual,0,2,1-2 Miles,North America,38,0
23092,343,S,F,70000,0,0,Partial College,Skilled Manual,0,2,0-1 Miles,North America,37,0
23093,359,M,M,70000,0,0,Partial College,Skilled Manual,1,2,5-10 Miles,North America,38,0
23094,36,M,F,20000,2,1,Partial High School,Clerical,1,2,5-10 Miles,Pacific,65,0
23095,30,M,M,20000,2,1,Partial High School,Clerical,1,2,5-10 Miles,Pacific,64,0
23096,11,M,F,20000,2,1,Partial High School,Clerical,1,2,5-10 Miles,Pacific,65,0
23097,38,S,M,30000,3,0,Partial College,Clerical,0,2,1-2 Miles,Pacific,65,1
23098,2,S,M,30000,3,0,Partial College,Clerical,0,2,1-2 Miles,Pacific,65,1
23099,18,S,F,30000,3,0,High School,Skilled Manual,0,2,1-2 Miles,Pacific,63,1
23100,20,M,F,30000,3,0,High School,Skilled Manual,1,2,5-10 Miles,Pacific,63,1
23101,2,M,F,30000,3,0,High School,Skilled Manual,1,2,5-10 Miles,Pacific,62,1
23102,18,M,F,30000,3,0,High School,Skilled Manual,1,2,5-10 Miles,Pacific,63,1
23103,4,M,M,40000,2,0,Partial College,Skilled Manual,0,2,1-2 Miles,Pacific,62,0
23104,20,M,F,40000,3,0,Partial College,Skilled Manual,1,2,5-10 Miles,Pacific,61,1
23105,26,S,M,40000,3,0,Partial High School,Clerical,0,2,5-10 Miles,Pacific,61,1
23106,19,M,F,70000,2,0,Partial College,Skilled Manual,1,2,5-10 Miles,Pacific,60,1
23107,6,M,F,70000,2,0,Partial College,Skilled Manual,1,2,5-10 Miles,Pacific,60,1
23108,616,S,F,40000,0,0,Partial College,Skilled Manual,1,2,5-10 Miles,North America,39,0
23109,553,S,F,40000,0,0,High School,Skilled Manual,1,2,5-10 Miles,North America,39,0
23110,325,S,F,60000,0,0,Partial College,Skilled Manual,0,2,1-2 Miles,North America,39,1
23111,336,S,F,60000,0,0,Partial College,Skilled Manual,0,2,1-2 Miles,North America,40,1
23112,314,S,M,50000,0,0,High School,Skilled Manual,0,2,1-2 Miles,North America,40,1
23113,64,S,M,60000,0,0,Partial College,Skilled Manual,1,2,5-10 Miles,North America,41,1
23114,50,S,F,60000,0,0,Partial College,Skilled Manual,0,2,5-10 Miles,North America,41,1
23115,307,S,F,60000,0,0,Partial College,Professional,1,2,5-10 Miles,North America,39,0
23116,24,S,M,80000,2,0,High School,Skilled Manual,0,2,1-2 Miles,Pacific,60,1
23117,4,M,M,80000,2,0,High School,Skilled Manual,1,2,5-10 Miles,Pacific,60,1
23118,37,M,F,80000,2,0,High School,Skilled Manual,1,2,5-10 Miles,Pacific,59,1
23119,6,S,M,70000,2,0,High School,Professional,1,2,5-10 Miles,Pacific,58,1
23120,29,S,M,70000,2,0,High School,Professional,0,2,1-2 Miles,Pacific,57,1
23121,36,M,M,70000,2,0,High School,Professional,1,2,5-10 Miles,Pacific,58,1
23122,39,S,F,110000,4,1,Bachelors,Management,0,4,0-1 Miles,Pacific,56,0
23123,4,S,F,110000,4,1,Bachelors,Management,0,4,0-1 Miles,Pacific,56,0
23124,536,S,M,80000,0,0,Bachelors,Management,0,1,2-5 Miles,North America,42,0
23125,616,S,F,80000,0,0,Bachelors,Management,0,1,0-1 Miles,North America,41,1
23126,300,M,F,60000,0,0,Partial College,Professional,0,2,1-2 Miles,North America,41,0
23127,302,M,F,60000,0,0,High School,Professional,0,2,1-2 Miles,North America,41,1
23128,19,M,M,110000,1,2,Bachelors,Management,1,0,2-5 Miles,Pacific,55,0
23129,17,M,F,120000,4,2,Bachelors,Management,1,1,2-5 Miles,Pacific,55,0
23130,314,S,F,120000,2,2,Bachelors,Management,0,4,0-1 Miles,North America,49,0
23131,634,M,F,70000,2,0,Partial High School,Skilled Manual,1,2,5-10 Miles,North America,58,0
23132,368,M,M,70000,2,0,Partial High School,Skilled Manual,0,2,1-2 Miles,North America,58,0
23133,337,M,F,60000,2,0,High School,Professional,1,2,5-10 Miles,North America,57,0
23134,71,M,F,60000,2,0,High School,Professional,1,2,5-10 Miles,North America,58,0
23135,299,M,M,70000,3,2,Partial College,Professional,1,0,5-10 Miles,North America,58,1
23136,311,S,F,80000,2,1,Bachelors,Management,0,0,0-1 Miles,North America,58,1
23137,62,M,F,80000,2,1,Bachelors,Management,0,1,0-1 Miles,North America,57,1
23138,300,S,F,90000,2,0,Partial College,Professional,0,1,2-5 Miles,North America,58,1
23139,307,S,M,60000,2,0,High School,Professional,0,2,1-2 Miles,North America,59,1
23140,612,M,M,60000,2,0,High School,Professional,1,2,5-10 Miles,North America,59,0
23141,552,M,F,70000,3,0,Partial College,Professional,1,2,5-10 Miles,North America,58,1
23142,536,S,F,70000,3,0,Partial College,Professional,0,2,0-1 Miles,North America,59,1
23143,618,M,F,50000,1,1,Bachelors,Skilled Manual,1,0,0-1 Miles,North America,43,1
23144,627,M,M,50000,1,1,Bachelors,Skilled Manual,1,0,0-1 Miles,North America,43,1
23145,311,M,F,60000,1,0,Graduate Degree,Professional,1,0,2-5 Miles,North America,42,1
23146,374,S,F,70000,2,0,Graduate Degree,Professional,1,0,2-5 Miles,North America,43,1
23147,345,M,M,40000,1,1,Bachelors,Skilled Manual,1,1,0-1 Miles,North America,45,0
23148,648,M,M,40000,1,1,Bachelors,Skilled Manual,1,1,2-5 Miles,North America,45,1
23149,311,M,F,40000,1,1,Bachelors,Skilled Manual,1,1,0-1 Miles,North America,44,0
